iter	RMSE
325	0.6465401529
326	0.643023928
327	0.6414569793
328	0.6400272868
329	0.6390222198
330	0.6380380403
331	0.6344835261
332	0.6318699193
333	0.6284358696
334	0.6269948299
335	0.6257061788
336	0.6215127932
337	0.620485494
338	0.617672392
339	0.6157047361
340	0.614871291
341	0.6132066715
342	0.6124046963
343	0.609697851
344	0.6076283084
345	0.6060812807
346	0.6048616965
347	0.602681552
348	0.5991287003
349	0.5983734808
350	0.5945556855
351	0.5901647813
352	0.5876692525
353	0.5844399333
354	0.5815064968
355	0.5804723887
356	0.5785086738
357	0.5780092051
358	0.5771847952
359	0.5762276935
360	0.5740878034
361	0.5736014112
362	0.5712822308
363	0.5702834092
364	0.5685094323
365	0.56776465
366	0.5654247146
367	0.5648156202
368	0.5630177525
369	0.5611343944
370	0.5599623837
371	0.5587362738
372	0.5581669603
373	0.5551548882
374	0.553343865
375	0.5521755778
376	0.5489492623
377	0.5482759277
378	0.547536746
379	0.5469949074
380	0.5464595138
381	0.543420635
382	0.5428850106
383	0.5402500979
384	0.5397391683
385	0.5375090215
386	0.5344972672
387	0.5325793144
388	0.5297730796
389	0.5289283958
390	0.5278684434
391	0.5254935907
392	0.5234725992
393	0.5204115867
394	0.5198744799
395	0.5193127619
396	0.5178480577
397	0.5164781907
398	0.5155570175
399	0.515106922
400	0.5135376981
401	0.5125618476
402	0.5120274138
403	0.511303601
404	0.5081563078
405	0.5069118482
406	0.5052475803
407	0.5046375968
408	0.5037956491
409	0.5031650283
410	0.5009661623
411	0.5004526576
412	0.4982205198
413	0.4975511375
414	0.4968914015
415	0.4940650755
416	0.4918248348
417	0.4914864048
418	0.4906797686
419	0.4884236247
420	0.4876905685
421	0.4873277335
422	0.4863765361
423	0.4844194376
424	0.4830219556
425	0.4820873436
426	0.4794574095
427	0.4790168821
428	0.4785729291
429	0.4781408565
430	0.4752924109
431	0.4722251938
432	0.4695042829
433	0.468925543
434	0.4667916377
435	0.4651255924
436	0.4645220674
437	0.4629384548
438	0.4605472934
439	0.4582602897
440	0.456785862
441	0.4553716335
442	0.4545894999
443	0.4532213909
444	0.4510288054
445	0.4505001657
446	0.4501420163
447	0.4495277418
448	0.4478248451
449	0.4477677856
450	0.4474751866
451	0.4460874192
452	0.4439282688
453	0.4423062377
454	0.4409002194
455	0.4401468839
456	0.439760689
457	0.4393661836
458	0.4378024472
459	0.4370975631
460	0.4354190826
461	0.4342889881
462	0.432302514
463	0.4308496437
464	0.4295565788
465	0.4281347644
466	0.4263604805
467	0.4248601709
468	0.4235298787
469	0.4224784048
470	0.420967726
471	0.4195599564
472	0.4189417326
473	0.4185979612
474	0.4172247571
475	0.4147774637
476	0.4130157628
477	0.411799748
478	0.410401986
479	0.4084994473
480	0.4063267871
481	0.4059170584
482	0.404733016
483	0.4039090715
484	0.4025739174
485	0.4013197427
486	0.4010462436
487	0.4006054999
488	0.3995222992
489	0.3990879281
490	0.3985073569
491	0.3969811514
492	0.3964637921
493	0.3964289638
494	0.3952190949
495	0.3943464957
496	0.3931604284
497	0.3921802184
498	0.3906284336
499	0.3888325217
500	0.3880919713
501	0.3880456656
502	0.3875611142
503	0.3864871477
504	0.3845384588
505	0.383831424
506	0.3827856993
507	0.3819937541
508	0.3811033276
509	0.3798970546
510	0.3783952798
511	0.3775996329
512	0.3775594957
513	0.3771573129
514	0.3756289347
515	0.373958589
516	0.372640508
517	0.3715382591
518	0.3710910706
519	0.3695589738
520	0.3688746389
521	0.3676997518
522	0.3661867762
523	0.3643904133
524	0.3636635298
525	0.3632901042
526	0.3628020599
527	0.3619183664
528	0.3604846532
529	0.3592384009
530	0.3577404824
531	0.3573484958
532	0.35724597
533	0.3557428226
534	0.3553184878
535	0.3538429363
536	0.3533554229
537	0.3512692113
538	0.351043295
539	0.3499937054
540	0.3496627863
541	0.3488443676
542	0.3481554144
543	0.3470841099
544	0.3464565966
545	0.3459792712
546	0.3457406658
547	0.345508669
548	0.3437611871
549	0.3429184228
550	0.3421459414
551	0.3404994076
552	0.3389837533
553	0.3386151371
554	0.3371782824
555	0.3363148118
556	0.3351461779
557	0.334586949
558	0.3331795162
559	0.3322610528
560	0.3314438144
561	0.3305490292
562	0.3294895451
563	0.3280806459
564	0.327088933
565	0.3267659245
566	0.3256418495
567	0.3253793277
568	0.3248461369
569	0.3243393408
570	0.3232646322
571	0.3221039369
572	0.3209715505
573	0.3197423827
574	0.3186129134
575	0.3180828519
576	0.3174955385
577	0.3166938586
578	0.3154206553
579	0.3145355816
580	0.3141240843
581	0.3136333133
582	0.3119706158
583	0.3116840011
584	0.311055921
585	0.3108543436
586	0.3095252611
587	0.3084313502
588	0.3082102345
589	0.3077343313
590	0.3072607237
591	0.3061953968
592	0.3059015641
593	0.3049985262
594	0.3038470231
595	0.3035655322
596	0.3033082713
597	0.3032272058
598	0.3025638986
599	0.3015750734
600	0.3004938082
601	0.2993207673
602	0.299168317
603	0.2989936334
604	0.2975338689
605	0.2969869841
606	0.2966650864
607	0.2965969491
608	0.2957529684
609	0.295000491
610	0.294279207
611	0.2940264438
612	0.2932542632
613	0.2930761573
614	0.2922901588
615	0.2918368282
616	0.2908234849
617	0.2897356506
618	0.2883383178
619	0.2873852539
620	0.2866760785
621	0.2863341956
622	0.2861114142
623	0.2850303607
624	0.2847205948
625	0.2846842439
626	0.2836184156
627	0.2826896607
628	0.2821937869
629	0.2820916405
630	0.281139074
631	0.2808295145
632	0.2805630516
633	0.2790589494
634	0.2780189728
635	0.2774610751
636	0.2764850907
637	0.2763865161
638	0.2762068208
639	0.2760248214
640	0.2754576682
641	0.2744606298
642	0.2730099086
643	0.2724467604
644	0.2713472041
645	0.2707178854
646	0.2697679176
647	0.2696205864
648	0.2695255379
649	0.2687182033
650	0.2685214067
651	0.2684133049
652	0.2675449106
653	0.2672649704
654	0.2659628581
655	0.265191984
656	0.2649575593
657	0.2642884882
658	0.2637349107
659	0.262741313
660	0.2620367239
661	0.2611573834
662	0.2606503467
663	0.2602919032
664	0.2594625957
665	0.2590837539
666	0.2584652619
667	0.2575354327
668	0.2569779426
669	0.2559665567
670	0.2558807622
671	0.2552760078
672	0.2551571067
673	0.2541608838
674	0.2533828042
675	0.2525662598
676	0.2524803583
677	0.2519533191
678	0.2512799129
679	0.2511025951
680	0.2506928526
681	0.2494779338
682	0.249035703
683	0.248899742
684	0.2484277892
685	0.2478364303
686	0.2466406634
687	0.2463737421
688	0.2449799902
689	0.2443975779
690	0.2440483121
691	0.2431390447
692	0.2429908768
693	0.2428435115
694	0.2420666368
695	0.2415173721
696	0.2405047761
697	0.240083609
698	0.2399240508
699	0.239229451
700	0.2383531297
701	0.2374970181
702	0.2372089897
703	0.2366181975
704	0.2361719107
705	0.23581407
706	0.2349523703
707	0.2348772886
708	0.2345771511
709	0.2341473228
710	0.2338023436
711	0.2331835869
712	0.2326766352
713	0.232505896
714	0.2317605621
715	0.2311148227
716	0.2304415952
717	0.2301022992
718	0.2299060957
719	0.2293200989
720	0.2288755922
721	0.2286903822
722	0.2285313804
723	0.2279557979
724	0.2272603128
725	0.2265510901
726	0.226065366
727	0.2253721987
728	0.2250811503
729	0.2240542164
730	0.2229798096
731	0.2228307293
732	0.2220107172
733	0.2217010315
734	0.2213555243
735	0.2208396313
736	0.2203583295
737	0.2201788348
738	0.2197151729
739	0.2195000838
740	0.2193944113
741	0.2193202654
742	0.2191929216
743	0.2191530493
744	0.2188416879
745	0.2186451224
746	0.217964288
747	0.216948464
748	0.2167128242
749	0.2165991163
750	0.2163670012
751	0.216280043
752	0.2155377664
753	0.2149254796
754	0.2140943615
755	0.2136269412
756	0.2135233368
757	0.212704606
758	0.2125377369
759	0.212394387
760	0.2120481123
761	0.2114999912
762	0.2112789458
763	0.2106871817
764	0.210479577
765	0.2103114673
766	0.2098311607
767	0.2092904569
768	0.2092242712
769	0.2087941602
770	0.2087000047
771	0.2081550686
772	0.2075556349
773	0.2068399558
774	0.2067825645
775	0.2065189449
776	0.2062119382
777	0.2054216801
778	0.204639095
779	0.2037868504
780	0.2032347364
781	0.2032155085
782	0.2031696063
783	0.2024568745
784	0.2018252648
785	0.2011723563
786	0.201055717
787	0.2002973227
788	0.1996719853
789	0.1996257533
790	0.1992864186
791	0.19880186
792	0.198356824
793	0.1979914578
794	0.1979447698
795	0.1975356051
796	0.1973512846
797	0.1968043662
798	0.1964826102
799	0.1960659921
800	0.1956811876
801	0.1956549572
802	0.1954966545
803	0.1951985431
804	0.1948301432
805	0.1938837297
806	0.1932225282
807	0.1926143671
808	0.1923273373
809	0.1921568029
810	0.1918234799
811	0.1915434429
812	0.191465354
813	0.1908278933
814	0.1905843084
815	0.1899985943
816	0.1891196212
817	0.1885965122
818	0.1880544613
819	0.1876430892
820	0.1872842269
821	0.1867517894
822	0.1862365192
823	0.1856613823
824	0.1850262912
825	0.1848033261
826	0.1842017793
827	0.1839283197
828	0.1835760269
829	0.1832475842
830	0.1826684653
831	0.1822904232
832	0.1820972038
833	0.1816446385
834	0.1813112026
835	0.1810334645
836	0.1806022184
837	0.1800414445
838	0.1799458652
839	0.1794781785
840	0.1794145572
841	0.1791985927
842	0.179177861
843	0.178624901
844	0.1782157182
845	0.1777408842
846	0.177158221
847	0.1766715168
848	0.1763996149
849	0.1758448033
850	0.1752737501
851	0.1749508088
852	0.1747085633
853	0.1743938763
854	0.1737111364
855	0.1729120619
856	0.1728303248
857	0.1722624951
858	0.1714880761
859	0.1714650314
860	0.1709526423
861	0.1707537721
862	0.170381716
863	0.170097805
864	0.1699060161
865	0.1698902415
866	0.1697640451
867	0.1696375388
868	0.1695269021
869	0.169283025
870	0.1691458751
871	0.1686719579
872	0.1684202427
873	0.1683455634
874	0.1678017868
875	0.1673055588
876	0.1666306743
877	0.1661935574
878	0.1655854894
879	0.1652559418
880	0.1651241202
881	0.1649410999
882	0.1647015798
883	0.1641988466
884	0.1640845663
885	0.1640383028
886	0.163628646
887	0.1629000531
888	0.1628015965
889	0.162540919
890	0.161961398
891	0.1618792557
892	0.1618534344
893	0.1617046483
894	0.1615896894
895	0.161506879
896	0.1614014139
897	0.1608191532
898	0.1605272942
899	0.1604167927
900	0.1598757836
901	0.1596953969
902	0.1592143728
903	0.1590534055
904	0.1589291806
905	0.1583100669
906	0.1579270256
907	0.1576757885
908	0.1572278035
909	0.1569629378
910	0.156610869
911	0.156559428
912	0.1565318156
913	0.1563245629
914	0.1562853022
915	0.1562243351
916	0.1561122536
917	0.1560994155
918	0.1557180249
919	0.1552724981
920	0.1545885206
921	0.1541664913
922	0.1539296439
923	0.1537819976
924	0.1533051533
925	0.1527983097
926	0.1525244978
927	0.1520960042
928	0.1516477451
929	0.1512860739
930	0.1510396308
931	0.1506043267
932	0.1501331017
933	0.1496147098
934	0.1494827725
935	0.1494622237
936	0.1492120339
937	0.1490196675
938	0.1488697803
939	0.1486311556
940	0.1482429848
941	0.148117148
942	0.1478932088
943	0.1478007238
944	0.1477232845
945	0.1472408979
946	0.1471284526
947	0.1466893655
948	0.1464023754
949	0.1463067791
950	0.1462566247
951	0.1458212091
952	0.145604908
953	0.14539208
954	0.1452639478
955	0.1452446828
956	0.1448237519
957	0.144780122
958	0.1446605988
959	0.144389829
960	0.1439811668
961	0.1438722036
962	0.1435872934
963	0.1432048442
964	0.1428187113
965	0.1426569508
966	0.1425895787
967	0.1425187354
968	0.1421524797
969	0.1420464587
970	0.1419564855
971	0.1418983454
972	0.1415991424
973	0.1413468192
974	0.1413240602
975	0.1410119335
976	0.1405971052
977	0.1402443521
978	0.1400891221
979	0.1397355637
980	0.1396649346
981	0.1396460738
982	0.1395546466
983	0.1393452018
984	0.139216053
985	0.1390088444
986	0.1389268244
987	0.1386205922
988	0.1385598676
989	0.1385432737
990	0.1380855996
991	0.1380093492
992	0.137730591
993	0.1375171261
994	0.137420812
995	0.1372118067
996	0.1371214614
997	0.1367877999
998	0.1366891714
999	0.1364802405
1000	0.1363563586
1001	0.1357759856
1002	0.1355787902
1003	0.1353447595
1004	0.1350690897
1005	0.1349755268
1006	0.1348029313
1007	0.1346394952
1008	0.1343552999
1009	0.1342454506
1010	0.1339534537
1011	0.1337949871
1012	0.1337121283
1013	0.1333730583
1014	0.1332023122
1015	0.1329579806
1016	0.1329055138
1017	0.1325795659
1018	0.1324700265
1019	0.1323981099
1020	0.1323202316
1021	0.1322040163
1022	0.1318236906
1023	0.1316475829
1024	0.1313892922
1025	0.1313722586
1026	0.1313564609
1027	0.1313411407
1028	0.1311674964
1029	0.1309626196
1030	0.1308633507
1031	0.130639948
1032	0.1304767019
1033	0.1301440985
1034	0.129512025
1035	0.1294760422
1036	0.129067997
1037	0.1289266949
1038	0.1287837206
1039	0.1286111657
1040	0.1284356003
1041	0.1284216043
1042	0.1281289374
1043	0.128112947
1044	0.1278130072
1045	0.1277870419
1046	0.1275852023
1047	0.1273816734
1048	0.1270969903
1049	0.1270570461
1050	0.1270021237
1051	0.1269806108
1052	0.1268467156
1053	0.1263436053
1054	0.1263283431
1055	0.126274264
1056	0.1261790437
1057	0.1260665366
1058	0.1258834017
1059	0.1258384255
1060	0.125781258
1061	0.1257659595
1062	0.125229268
1063	0.1247746549
1064	0.1244182227
1065	0.1242303934
1066	0.1241098316
1067	0.1240367934
1068	0.1236918755
1069	0.1234674932
1070	0.1231603578
1071	0.1229330664
1072	0.1227103893
1073	0.1223218743
1074	0.1222760481
1075	0.1219602921
1076	0.1218855626
1077	0.121698692
1078	0.1212176512
1079	0.1207999295
1080	0.1202911506
1081	0.1200000691
1082	0.1199734661
1083	0.119929878
1084	0.1195283424
1085	0.1194514117
1086	0.119189774
1087	0.118878469
1088	0.1186970863
1089	0.1186095293
1090	0.1184328016
1091	0.1182743376
1092	0.1182618369
1093	0.1182154569
1094	0.1180559989
1095	0.1178438829
1096	0.1175598727
1097	0.1173570435
1098	0.1171917957
1099	0.1167912084
1100	0.1167451103
1101	0.116562301
1102	0.1161535544
1103	0.1160326864
1104	0.1158893412
1105	0.1158124524
1106	0.1157394682
1107	0.1155739078
1108	0.1153003049
1109	0.1149562521
1110	0.114796941
1111	0.1145183799
1112	0.1142013902
1113	0.114112363
1114	0.1139139138
1115	0.1138457987
1116	0.1137342011
1117	0.1134153661
1118	0.1133739278
1119	0.1130505487
1120	0.1129154909
1121	0.1125312618
1122	0.1123517352
1123	0.1121636732
1124	0.1119014413
1125	0.1118485503
1126	0.111745045
1127	0.1115380806
1128	0.1115263369
1129	0.1114194295
1130	0.1112450705
1131	0.1111149109
1132	0.1110860419
1133	0.110734189
1134	0.1103913493
1135	0.1102634887
1136	0.1102521199
1137	0.1101504961
1138	0.1098851756
1139	0.1095368724
1140	0.1095242461
1141	0.1091905382
1142	0.1088926097
1143	0.1088160462
1144	0.1084421703
1145	0.1082105502
1146	0.1080004483
1147	0.1077427612
1148	0.1077188374
1149	0.107711193
1150	0.1075578004
1151	0.1074702911
1152	0.1074550662
1153	0.1074017763
1154	0.1072737337
1155	0.1070795728
1156	0.1068235352
1157	0.1067986761
1158	0.1066148939
1159	0.1065603342
1160	0.1062439189
1161	0.1061208801
1162	0.1058074113
1163	0.10545637
1164	0.1054208473
1165	0.1052361459
1166	0.1052211861
1167	0.104788779
1168	0.1046493995
1169	0.1043838805
1170	0.1042660881
1171	0.1040324241
1172	0.1039647672
1173	0.1037322921
1174	0.1036293907
1175	0.1035978153
1176	0.1035221702
1177	0.1032931659
1178	0.1030958781
1179	0.102838389
1180	0.1027201276
1181	0.1026538752
1182	0.1024133403
1183	0.1021917215
1184	0.1020140436
1185	0.1019063917
1186	0.1017481562
1187	0.1017273849
1188	0.1016755014
1189	0.1014538559
1190	0.1013721452
1191	0.101270208
1192	0.1012635192
1193	0.1010788244
1194	0.1010162241
1195	0.1010024492
1196	0.100935461
1197	0.1007756631
1198	0.1006453113
1199	0.1005663368
1200	0.1005465374
1201	0.1004835009
1202	0.1004079795
1203	0.1003826951
1204	0.1001588681
1205	0.1001498268
1206	0.1000109318
1207	0.09982208738
1208	0.09971885174
1209	0.09963705692
1210	0.09955644784
1211	0.09945594343
1212	0.09941256487
1213	0.09925239564
1214	0.09919673891
1215	0.09898229668
1216	0.09897376154
1217	0.09895556271
1218	0.09881096917
1219	0.09877600449
1220	0.09858648545
1221	0.09856643785
1222	0.0983944199
1223	0.09820675715
1224	0.09806476886
1225	0.09797294265
1226	0.09793745309
1227	0.09782645676
1228	0.09745108
1229	0.09724639705
1230	0.0971616306
1231	0.09695153538
1232	0.09693259733
1233	0.09689233294
1234	0.09673039529
1235	0.09661362094
1236	0.09645099979
1237	0.09627640289
1238	0.09626662851
1239	0.09615727248
1240	0.0961059354
1241	0.09591910475
1242	0.09591084024
1243	0.09583657135
1244	0.09568736129
1245	0.09551764858
1246	0.09549620586
1247	0.09520109653
1248	0.09491755175
1249	0.09465068831
1250	0.09446563437
1251	0.09433122119
1252	0.09427403427
1253	0.09409476868
1254	0.09400624048
1255	0.09370554966
1256	0.09355100449
1257	0.09338539422
1258	0.09337347077
1259	0.09328847736
1260	0.09318878995
1261	0.09299681543
1262	0.09287439728
1263	0.09279222014
1264	0.09261798874
1265	0.0923986039
1266	0.09222103905
1267	0.09221466309
1268	0.09209043007
1269	0.09199200493
1270	0.09178893453
1271	0.09167883977
1272	0.09146955796
1273	0.09130939026
1274	0.09107661832
1275	0.09093341855
1276	0.09080101896
1277	0.09070824791
1278	0.09069101751
1279	0.09043170636
1280	0.09041173334
1281	0.09035732224
1282	0.09016947008
1283	0.09007118361
1284	0.08979865099
1285	0.08968000472
1286	0.08955462221
1287	0.08952085257
1288	0.08942874508
1289	0.0894112906
1290	0.08932691109
1291	0.08905816471
1292	0.08899432362
1293	0.088779868
1294	0.08844387932
1295	0.08833199975
1296	0.08821031274
1297	0.08806855055
1298	0.08797831894
1299	0.0878909133
1300	0.08780673364
1301	0.08776813369
1302	0.08753186424
1303	0.0874476785
1304	0.08719362609
1305	0.08713980157
1306	0.08704808069
1307	0.08689808143
1308	0.08687178621
1309	0.08682113717
1310	0.08671487841
1311	0.08656840431
1312	0.08648023576
1313	0.08640501921
1314	0.08636326025
1315	0.08629419361
1316	0.08608061946
1317	0.086050407
1318	0.08587060695
1319	0.0856658503
1320	0.08565027682
1321	0.08555502244
1322	0.08552406161
1323	0.08540270779
1324	0.08515313325
1325	0.08509222894
1326	0.08491434722
1327	0.08485849632
1328	0.08474759971
1329	0.08459054691
1330	0.08455022355
1331	0.0844357727
1332	0.08429115458
1333	0.08428213921
1334	0.08403688083
1335	0.0838778187
1336	0.08375702727
1337	0.08359133394
1338	0.08342603059
1339	0.08339831194
1340	0.08327772319
1341	0.08315729726
1342	0.08297072004
1343	0.08292136614
1344	0.08283134176
1345	0.08274063219
1346	0.08270122799
1347	0.08249061814
1348	0.08244448392
1349	0.08240906708
1350	0.08232286743
1351	0.08227643349
1352	0.08212376402
1353	0.08196942731
1354	0.08189203519
1355	0.08182899159
1356	0.08176396448
1357	0.08164696743
1358	0.08156443297
1359	0.0814628838
1360	0.08129771491
1361	0.08121936393
1362	0.08109038047
1363	0.08108167356
1364	0.08099341048
1365	0.08093348583
1366	0.08092777862
1367	0.08083951436
1368	0.08071921523
1369	0.08070540261
1370	0.08063270866
1371	0.08059542768
1372	0.0805339288
1373	0.08049256824
1374	0.08039366847
1375	0.08016079563
1376	0.07999510147
1377	0.07991262225
1378	0.07973868673
1379	0.0796757091
1380	0.07960050083
1381	0.07954399682
1382	0.07949687831
1383	0.07949064727
1384	0.07946527847
1385	0.07924526968
1386	0.07913596353
1387	0.07913315586
1388	0.07899595097
1389	0.07892623319
1390	0.07867262902
1391	0.07866904424
1392	0.07861956719
1393	0.07856616327
1394	0.07846593263
1395	0.07842314336
1396	0.07837017588
1397	0.07836287377
1398	0.07835519714
1399	0.07831199861
1400	0.07821326348
1401	0.07798571907
1402	0.07791074424
1403	0.07767418831
1404	0.0776220992
1405	0.07756883862
1406	0.07745840291
1407	0.07732499892
1408	0.07721684672
1409	0.07721246823
1410	0.07714069767
1411	0.07704291724
1412	0.07700200124
1413	0.07695815572
1414	0.07679410785
1415	0.07676989933
1416	0.07665742863
1417	0.07662971666
1418	0.07660984186
1419	0.0765438233
1420	0.07647491006
1421	0.07637922461
1422	0.07625226866
1423	0.07611508908
1424	0.07610493984
1425	0.0760070237
1426	0.07592692083
1427	0.07592017947
1428	0.07574520134
1429	0.07569194369
1430	0.07564294923
1431	0.07548701412
1432	0.07543336765
1433	0.07517524242
1434	0.07512434642
1435	0.07503905966
1436	0.07503062511
1437	0.07489293229
1438	0.07488744634
1439	0.07483199935
1440	0.07476240784
1441	0.07469362901
1442	0.07456320262
1443	0.07442821387
1444	0.07439603654
1445	0.07433671453
1446	0.07416461007
1447	0.07406955105
1448	0.07403207841
1449	0.07383846357
1450	0.0737713854
1451	0.07373931699
1452	0.07360983402
1453	0.07359822546
1454	0.07342090912
1455	0.07334306798
1456	0.07333884781
1457	0.07323462645
1458	0.07310707772
1459	0.07294927484
1460	0.07277009528
1461	0.07265051222
1462	0.07261998699
1463	0.07249369189
1464	0.07242920438
1465	0.07241701561
1466	0.07239112691
1467	0.0723161703
1468	0.07229025501
1469	0.07225076186
1470	0.07213525596
1471	0.07208938805
1472	0.07205029423
1473	0.07199333204
1474	0.07191193001
1475	0.0718798512
1476	0.07182808173
1477	0.07176632212
1478	0.07167261779
1479	0.07151682998
1480	0.07141560335
1481	0.07131696632
1482	0.07125177155
1483	0.07105013914
1484	0.07096714284
1485	0.07094344012
1486	0.07080715717
1487	0.07069437629
1488	0.07057995654
1489	0.07051351918
1490	0.07031104322
1491	0.07026228876
1492	0.07023704724
1493	0.07009223786
1494	0.07002014
1495	0.06999725698
1496	0.06992427237
1497	0.06984420587
1498	0.06965215849
1499	0.06945621039
